filename,split,path,cluster_id
000000087518.png,train,data\extracted_objects\train\000000087518.png,-1
000000089087.png,train,data\extracted_objects\train\000000089087.png,-1
000000089248.png,train,data\extracted_objects\train\000000089248.png,-1
000000090244.png,train,data\extracted_objects\train\000000090244.png,-1
000000090319.png,train,data\extracted_objects\train\000000090319.png,-1
000000091154.png,train,data\extracted_objects\train\000000091154.png,-1
000000091839.png,train,data\extracted_objects\train\000000091839.png,-1
000000092402.png,train,data\extracted_objects\train\000000092402.png,-1
000000095808.png,train,data\extracted_objects\train\000000095808.png,-1
000000095939.png,train,data\extracted_objects\train\000000095939.png,-1
000000096557.png,train,data\extracted_objects\train\000000096557.png,-1
000000098054.png,train,data\extracted_objects\train\000000098054.png,-1
000000098095.png,train,data\extracted_objects\train\000000098095.png,-1
000000098656.png,train,data\extracted_objects\train\000000098656.png,38
000000098720.png,train,data\extracted_objects\train\000000098720.png,-1
000000098739.png,train,data\extracted_objects\train\000000098739.png,-1
000000099874.png,train,data\extracted_objects\train\000000099874.png,-1
000000101426.png,train,data\extracted_objects\train\000000101426.png,94
000000102872.png,train,data\extracted_objects\train\000000102872.png,-1
000000103295.png,train,data\extracted_objects\train\000000103295.png,-1
000000103509.png,train,data\extracted_objects\train\000000103509.png,-1
000000103966.png,train,data\extracted_objects\train\000000103966.png,-1
000000104023.png,train,data\extracted_objects\train\000000104023.png,-1
000000104801.png,train,data\extracted_objects\train\000000104801.png,-1
000000105015.png,train,data\extracted_objects\train\000000105015.png,-1
000000110257.png,train,data\extracted_objects\train\000000110257.png,-1
000000111352.png,train,data\extracted_objects\train\000000111352.png,-1
000000111434.png,train,data\extracted_objects\train\000000111434.png,-1
000000112385.png,train,data\extracted_objects\train\000000112385.png,-1
000000112622.png,train,data\extracted_objects\train\000000112622.png,-1
000000112677.png,train,data\extracted_objects\train\000000112677.png,21
000000113617.png,train,data\extracted_objects\train\000000113617.png,-1
000000114947.png,train,data\extracted_objects\train\000000114947.png,-1
000000115378.png,train,data\extracted_objects\train\000000115378.png,-1
000000115455.png,train,data\extracted_objects\train\000000115455.png,-1
000000117321.png,train,data\extracted_objects\train\000000117321.png,-1
000000118110.png,train,data\extracted_objects\train\000000118110.png,-1
000000119002.png,train,data\extracted_objects\train\000000119002.png,-1
000000119026.png,train,data\extracted_objects\train\000000119026.png,-1
000000120836.png,train,data\extracted_objects\train\000000120836.png,-1
000000120918.png,train,data\extracted_objects\train\000000120918.png,-1
000000121249.png,train,data\extracted_objects\train\000000121249.png,-1
000000122281.png,train,data\extracted_objects\train\000000122281.png,-1
000000125335.png,train,data\extracted_objects\train\000000125335.png,-1
000000125886.png,train,data\extracted_objects\train\000000125886.png,-1
000000128402.png,train,data\extracted_objects\train\000000128402.png,-1
000000128831.png,train,data\extracted_objects\train\000000128831.png,-1
000000129328.png,train,data\extracted_objects\train\000000129328.png,491
000000130275.png,train,data\extracted_objects\train\000000130275.png,-1
000000130997.png,train,data\extracted_objects\train\000000130997.png,-1
000000132114.png,train,data\extracted_objects\train\000000132114.png,-1
000000132265.png,train,data\extracted_objects\train\000000132265.png,-1
000000134128.png,train,data\extracted_objects\train\000000134128.png,-1
000000134454.png,train,data\extracted_objects\train\000000134454.png,-1
000000134673.png,train,data\extracted_objects\train\000000134673.png,-1
000000136369.png,train,data\extracted_objects\train\000000136369.png,-1
000000136687.png,train,data\extracted_objects\train\000000136687.png,-1
000000136795.png,train,data\extracted_objects\train\000000136795.png,-1
000000136905.png,train,data\extracted_objects\train\000000136905.png,-1
000000137577.png,train,data\extracted_objects\train\000000137577.png,-1
000000137578.png,train,data\extracted_objects\train\000000137578.png,146
000000137699.png,train,data\extracted_objects\train\000000137699.png,-1
000000137826.png,train,data\extracted_objects\train\000000137826.png,-1
000000138780.png,train,data\extracted_objects\train\000000138780.png,-1
000000140174.png,train,data\extracted_objects\train\000000140174.png,-1
000000140346.png,train,data\extracted_objects\train\000000140346.png,25
000000140590.png,train,data\extracted_objects\train\000000140590.png,-1
000000140743.png,train,data\extracted_objects\train\000000140743.png,-1
000000141330.png,train,data\extracted_objects\train\000000141330.png,-1
000000143507.png,train,data\extracted_objects\train\000000143507.png,-1
000000144179.png,train,data\extracted_objects\train\000000144179.png,-1
000000144320.png,train,data\extracted_objects\train\000000144320.png,-1
000000144505.png,train,data\extracted_objects\train\000000144505.png,-1
000000145863.png,train,data\extracted_objects\train\000000145863.png,-1
000000146215.png,train,data\extracted_objects\train\000000146215.png,-1
000000146701.png,train,data\extracted_objects\train\000000146701.png,-1
000000147278.png,train,data\extracted_objects\train\000000147278.png,-1
000000147775.png,train,data\extracted_objects\train\000000147775.png,-1
000000149078.png,train,data\extracted_objects\train\000000149078.png,-1
000000150324.png,train,data\extracted_objects\train\000000150324.png,-1
000000150821.png,train,data\extracted_objects\train\000000150821.png,-1
000000151403.png,train,data\extracted_objects\train\000000151403.png,-1
000000152202.png,train,data\extracted_objects\train\000000152202.png,-1
000000152628.png,train,data\extracted_objects\train\000000152628.png,-1
000000152764.png,train,data\extracted_objects\train\000000152764.png,-1
000000152946.png,train,data\extracted_objects\train\000000152946.png,-1
000000154898.png,train,data\extracted_objects\train\000000154898.png,-1
000000157554.png,train,data\extracted_objects\train\000000157554.png,-1
000000157657.png,train,data\extracted_objects\train\000000157657.png,-1
000000157714.png,train,data\extracted_objects\train\000000157714.png,-1
000000158642.png,train,data\extracted_objects\train\000000158642.png,-1
000000162799.png,train,data\extracted_objects\train\000000162799.png,-1
000000163692.png,train,data\extracted_objects\train\000000163692.png,-1
000000164044.png,train,data\extracted_objects\train\000000164044.png,-1
000000166522.png,train,data\extracted_objects\train\000000166522.png,-1
000000168243.png,train,data\extracted_objects\train\000000168243.png,-1
000000168741.png,train,data\extracted_objects\train\000000168741.png,-1
000000170015.png,train,data\extracted_objects\train\000000170015.png,-1
000000170181.png,train,data\extracted_objects\train\000000170181.png,-1
000000172316.png,train,data\extracted_objects\train\000000172316.png,-1
000000173596.png,train,data\extracted_objects\train\000000173596.png,-1
000000174869.png,train,data\extracted_objects\train\000000174869.png,-1
000000174892.png,train,data\extracted_objects\train\000000174892.png,-1
000000175198.png,train,data\extracted_objects\train\000000175198.png,-1
000000180341.png,train,data\extracted_objects\train\000000180341.png,-1
000000180366.png,train,data\extracted_objects\train\000000180366.png,-1
000000180480.png,train,data\extracted_objects\train\000000180480.png,-1
000000181713.png,train,data\extracted_objects\train\000000181713.png,-1
000000181909.png,train,data\extracted_objects\train\000000181909.png,-1
000000182243.png,train,data\extracted_objects\train\000000182243.png,-1
000000182997.png,train,data\extracted_objects\train\000000182997.png,-1
000000183040.png,train,data\extracted_objects\train\000000183040.png,-1
000000183154.png,train,data\extracted_objects\train\000000183154.png,-1
000000183273.png,train,data\extracted_objects\train\000000183273.png,-1
000000184355.png,train,data\extracted_objects\train\000000184355.png,-1
000000185229.png,train,data\extracted_objects\train\000000185229.png,-1
000000185818.png,train,data\extracted_objects\train\000000185818.png,-1
000000185832.png,train,data\extracted_objects\train\000000185832.png,-1
000000186502.png,train,data\extracted_objects\train\000000186502.png,-1
000000187776.png,train,data\extracted_objects\train\000000187776.png,-1
000000187939.png,train,data\extracted_objects\train\000000187939.png,-1
000000188183.png,train,data\extracted_objects\train\000000188183.png,-1
000000189547.png,train,data\extracted_objects\train\000000189547.png,-1
000000190495.png,train,data\extracted_objects\train\000000190495.png,-1
000000190805.png,train,data\extracted_objects\train\000000190805.png,-1
000000191101.png,train,data\extracted_objects\train\000000191101.png,-1
000000191836.png,train,data\extracted_objects\train\000000191836.png,-1
000000192114.png,train,data\extracted_objects\train\000000192114.png,139
000000192759.png,train,data\extracted_objects\train\000000192759.png,-1
000000193194.png,train,data\extracted_objects\train\000000193194.png,-1
000000193222.png,train,data\extracted_objects\train\000000193222.png,-1
000000194448.png,train,data\extracted_objects\train\000000194448.png,-1
000000194462.png,train,data\extracted_objects\train\000000194462.png,-1
000000194956.png,train,data\extracted_objects\train\000000194956.png,-1
000000195149.png,train,data\extracted_objects\train\000000195149.png,-1
000000195470.png,train,data\extracted_objects\train\000000195470.png,-1
000000196291.png,train,data\extracted_objects\train\000000196291.png,-1
000000196313.png,train,data\extracted_objects\train\000000196313.png,-1
000000196851.png,train,data\extracted_objects\train\000000196851.png,-1
000000196948.png,train,data\extracted_objects\train\000000196948.png,-1
000000197775.png,train,data\extracted_objects\train\000000197775.png,41
000000198352.png,train,data\extracted_objects\train\000000198352.png,-1
000000198631.png,train,data\extracted_objects\train\000000198631.png,-1
000000198978.png,train,data\extracted_objects\train\000000198978.png,-1
000000199492.png,train,data\extracted_objects\train\000000199492.png,-1
000000200404.png,train,data\extracted_objects\train\000000200404.png,-1
000000200548.png,train,data\extracted_objects\train\000000200548.png,-1
000000201059.png,train,data\extracted_objects\train\000000201059.png,-1
000000202086.png,train,data\extracted_objects\train\000000202086.png,-1
000000205570.png,train,data\extracted_objects\train\000000205570.png,-1
000000205847.png,train,data\extracted_objects\train\000000205847.png,-1
000000206362.png,train,data\extracted_objects\train\000000206362.png,-1
000000207363.png,train,data\extracted_objects\train\000000207363.png,-1
000000208174.png,train,data\extracted_objects\train\000000208174.png,-1
000000208805.png,train,data\extracted_objects\train\000000208805.png,-1
000000208984.png,train,data\extracted_objects\train\000000208984.png,-1
000000208995.png,train,data\extracted_objects\train\000000208995.png,-1
000000209041.png,train,data\extracted_objects\train\000000209041.png,-1
000000209768.png,train,data\extracted_objects\train\000000209768.png,-1
000000212782.png,train,data\extracted_objects\train\000000212782.png,4
000000212866.png,train,data\extracted_objects\train\000000212866.png,-1
000000214241.png,train,data\extracted_objects\train\000000214241.png,-1
000000214261.png,train,data\extracted_objects\train\000000214261.png,-1
000000214724.png,train,data\extracted_objects\train\000000214724.png,-1
000000214792.png,train,data\extracted_objects\train\000000214792.png,-1
000000215289.png,train,data\extracted_objects\train\000000215289.png,-1
000000217959.png,train,data\extracted_objects\train\000000217959.png,-1
000000218855.png,train,data\extracted_objects\train\000000218855.png,-1
000000219418.png,train,data\extracted_objects\train\000000219418.png,-1
000000219654.png,train,data\extracted_objects\train\000000219654.png,-1
000000219690.png,train,data\extracted_objects\train\000000219690.png,-1
000000222908.png,train,data\extracted_objects\train\000000222908.png,-1
000000223838.png,train,data\extracted_objects\train\000000223838.png,-1
000000225177.png,train,data\extracted_objects\train\000000225177.png,-1
000000225383.png,train,data\extracted_objects\train\000000225383.png,-1
000000226220.png,train,data\extracted_objects\train\000000226220.png,-1
000000226795.png,train,data\extracted_objects\train\000000226795.png,-1
000000227134.png,train,data\extracted_objects\train\000000227134.png,-1
000000227193.png,train,data\extracted_objects\train\000000227193.png,-1
000000229440.png,train,data\extracted_objects\train\000000229440.png,-1
000000229833.png,train,data\extracted_objects\train\000000229833.png,-1
000000230436.png,train,data\extracted_objects\train\000000230436.png,-1
000000231240.png,train,data\extracted_objects\train\000000231240.png,-1
000000231918.png,train,data\extracted_objects\train\000000231918.png,-1
000000233210.png,train,data\extracted_objects\train\000000233210.png,-1
000000234217.png,train,data\extracted_objects\train\000000234217.png,-1
000000235721.png,train,data\extracted_objects\train\000000235721.png,-1
000000236031.png,train,data\extracted_objects\train\000000236031.png,-1
000000236036.png,train,data\extracted_objects\train\000000236036.png,-1
000000236552.png,train,data\extracted_objects\train\000000236552.png,-1
000000237357.png,train,data\extracted_objects\train\000000237357.png,-1
000000238124.png,train,data\extracted_objects\train\000000238124.png,-1
000000241214.png,train,data\extracted_objects\train\000000241214.png,-1
000000241340.png,train,data\extracted_objects\train\000000241340.png,-1
000000241369.png,train,data\extracted_objects\train\000000241369.png,-1
000000241505.png,train,data\extracted_objects\train\000000241505.png,-1
000000241531.png,train,data\extracted_objects\train\000000241531.png,-1
000000242083.png,train,data\extracted_objects\train\000000242083.png,-1
000000243031.png,train,data\extracted_objects\train\000000243031.png,-1
000000243791.png,train,data\extracted_objects\train\000000243791.png,-1
000000245857.png,train,data\extracted_objects\train\000000245857.png,-1
000000245873.png,train,data\extracted_objects\train\000000245873.png,-1
000000246494.png,train,data\extracted_objects\train\000000246494.png,-1
000000247744.png,train,data\extracted_objects\train\000000247744.png,-1
000000249130.png,train,data\extracted_objects\train\000000249130.png,-1
000000249256.png,train,data\extracted_objects\train\000000249256.png,-1
000000249616.png,train,data\extracted_objects\train\000000249616.png,-1
000000252193.png,train,data\extracted_objects\train\000000252193.png,-1
000000253784.png,train,data\extracted_objects\train\000000253784.png,-1
000000255272.png,train,data\extracted_objects\train\000000255272.png,-1
000000255925.png,train,data\extracted_objects\train\000000255925.png,-1
000000256628.png,train,data\extracted_objects\train\000000256628.png,-1
000000257297.png,train,data\extracted_objects\train\000000257297.png,-1
000000258073.png,train,data\extracted_objects\train\000000258073.png,-1
000000258927.png,train,data\extracted_objects\train\000000258927.png,-1
000000259913.png,train,data\extracted_objects\train\000000259913.png,10
000000260713.png,train,data\extracted_objects\train\000000260713.png,-1
000000261785.png,train,data\extracted_objects\train\000000261785.png,-1
000000261999.png,train,data\extracted_objects\train\000000261999.png,-1
000000263101.png,train,data\extracted_objects\train\000000263101.png,-1
000000263288.png,train,data\extracted_objects\train\000000263288.png,-1
000000263647.png,train,data\extracted_objects\train\000000263647.png,-1
000000264191.png,train,data\extracted_objects\train\000000264191.png,-1
000000264420.png,train,data\extracted_objects\train\000000264420.png,-1
000000264554.png,train,data\extracted_objects\train\000000264554.png,-1
000000267008.png,train,data\extracted_objects\train\000000267008.png,-1
000000267363.png,train,data\extracted_objects\train\000000267363.png,-1
000000268469.png,train,data\extracted_objects\train\000000268469.png,-1
000000269098.png,train,data\extracted_objects\train\000000269098.png,-1
000000270688.png,train,data\extracted_objects\train\000000270688.png,-1
000000271051.png,train,data\extracted_objects\train\000000271051.png,-1
000000274640.png,train,data\extracted_objects\train\000000274640.png,-1
000000274999.png,train,data\extracted_objects\train\000000274999.png,-1
000000275374.png,train,data\extracted_objects\train\000000275374.png,-1
000000275611.png,train,data\extracted_objects\train\000000275611.png,-1
000000275691.png,train,data\extracted_objects\train\000000275691.png,-1
000000278963.png,train,data\extracted_objects\train\000000278963.png,-1
000000279300.png,train,data\extracted_objects\train\000000279300.png,-1
000000279454.png,train,data\extracted_objects\train\000000279454.png,-1
000000279491.png,train,data\extracted_objects\train\000000279491.png,-1
000000279749.png,train,data\extracted_objects\train\000000279749.png,-1
000000280297.png,train,data\extracted_objects\train\000000280297.png,-1
000000282456.png,train,data\extracted_objects\train\000000282456.png,-1
000000282514.png,train,data\extracted_objects\train\000000282514.png,-1
000000283548.png,train,data\extracted_objects\train\000000283548.png,-1
000000283620.png,train,data\extracted_objects\train\000000283620.png,-1
000000286723.png,train,data\extracted_objects\train\000000286723.png,-1
000000287400.png,train,data\extracted_objects\train\000000287400.png,-1
000000288383.png,train,data\extracted_objects\train\000000288383.png,-1
000000289575.png,train,data\extracted_objects\train\000000289575.png,-1
000000289698.png,train,data\extracted_objects\train\000000289698.png,-1
000000290062.png,train,data\extracted_objects\train\000000290062.png,-1
000000290183.png,train,data\extracted_objects\train\000000290183.png,146
000000291451.png,train,data\extracted_objects\train\000000291451.png,-1
000000292213.png,train,data\extracted_objects\train\000000292213.png,-1
000000292558.png,train,data\extracted_objects\train\000000292558.png,-1
000000293283.png,train,data\extracted_objects\train\000000293283.png,-1
000000296797.png,train,data\extracted_objects\train\000000296797.png,-1
000000297092.png,train,data\extracted_objects\train\000000297092.png,-1
000000297442.png,train,data\extracted_objects\train\000000297442.png,-1
000000299654.png,train,data\extracted_objects\train\000000299654.png,-1
000000300214.png,train,data\extracted_objects\train\000000300214.png,-1
000000300732.png,train,data\extracted_objects\train\000000300732.png,-1
000000301415.png,train,data\extracted_objects\train\000000301415.png,-1
000000301970.png,train,data\extracted_objects\train\000000301970.png,-1
000000303233.png,train,data\extracted_objects\train\000000303233.png,-1
000000303549.png,train,data\extracted_objects\train\000000303549.png,-1
000000303593.png,train,data\extracted_objects\train\000000303593.png,-1
000000303778.png,train,data\extracted_objects\train\000000303778.png,-1
000000308263.png,train,data\extracted_objects\train\000000308263.png,-1
000000308488.png,train,data\extracted_objects\train\000000308488.png,-1
000000308722.png,train,data\extracted_objects\train\000000308722.png,-1
000000311759.png,train,data\extracted_objects\train\000000311759.png,-1
000000313061.png,train,data\extracted_objects\train\000000313061.png,-1
000000313097.png,train,data\extracted_objects\train\000000313097.png,-1
000000313596.png,train,data\extracted_objects\train\000000313596.png,-1
000000313665.png,train,data\extracted_objects\train\000000313665.png,-1
000000315831.png,train,data\extracted_objects\train\000000315831.png,-1
000000318785.png,train,data\extracted_objects\train\000000318785.png,-1
000000318910.png,train,data\extracted_objects\train\000000318910.png,-1
000000319690.png,train,data\extracted_objects\train\000000319690.png,-1
000000320354.png,train,data\extracted_objects\train\000000320354.png,-1
000000320972.png,train,data\extracted_objects\train\000000320972.png,-1
000000321332.png,train,data\extracted_objects\train\000000321332.png,-1
000000323010.png,train,data\extracted_objects\train\000000323010.png,-1
000000323552.png,train,data\extracted_objects\train\000000323552.png,-1
000000323634.png,train,data\extracted_objects\train\000000323634.png,-1
000000324313.png,train,data\extracted_objects\train\000000324313.png,-1
000000324409.png,train,data\extracted_objects\train\000000324409.png,-1
000000325907.png,train,data\extracted_objects\train\000000325907.png,-1
000000327746.png,train,data\extracted_objects\train\000000327746.png,-1
000000327799.png,train,data\extracted_objects\train\000000327799.png,-1
000000330100.png,train,data\extracted_objects\train\000000330100.png,-1
000000330243.png,train,data\extracted_objects\train\000000330243.png,-1
000000330403.png,train,data\extracted_objects\train\000000330403.png,-1
000000331214.png,train,data\extracted_objects\train\000000331214.png,-1
000000332210.png,train,data\extracted_objects\train\000000332210.png,-1
000000333000.png,train,data\extracted_objects\train\000000333000.png,-1
000000333101.png,train,data\extracted_objects\train\000000333101.png,-1
000000335063.png,train,data\extracted_objects\train\000000335063.png,-1
000000335359.png,train,data\extracted_objects\train\000000335359.png,-1
000000336354.png,train,data\extracted_objects\train\000000336354.png,-1
000000339670.png,train,data\extracted_objects\train\000000339670.png,-1
000000341369.png,train,data\extracted_objects\train\000000341369.png,-1
000000344930.png,train,data\extracted_objects\train\000000344930.png,-1
000000344945.png,train,data\extracted_objects\train\000000344945.png,-1
000000346290.png,train,data\extracted_objects\train\000000346290.png,-1
000000348809.png,train,data\extracted_objects\train\000000348809.png,-1
000000349090.png,train,data\extracted_objects\train\000000349090.png,-1
000000350160.png,train,data\extracted_objects\train\000000350160.png,-1
000000350309.png,train,data\extracted_objects\train\000000350309.png,-1
000000352155.png,train,data\extracted_objects\train\000000352155.png,-1
000000352789.png,train,data\extracted_objects\train\000000352789.png,-1
000000353761.png,train,data\extracted_objects\train\000000353761.png,-1
000000354369.png,train,data\extracted_objects\train\000000354369.png,-1
000000355741.png,train,data\extracted_objects\train\000000355741.png,-1
000000355871.png,train,data\extracted_objects\train\000000355871.png,-1
000000356107.png,train,data\extracted_objects\train\000000356107.png,-1
000000356396.png,train,data\extracted_objects\train\000000356396.png,-1
000000357799.png,train,data\extracted_objects\train\000000357799.png,-1
000000358200.png,train,data\extracted_objects\train\000000358200.png,-1
000000358334.png,train,data\extracted_objects\train\000000358334.png,-1
000000359876.png,train,data\extracted_objects\train\000000359876.png,-1
000000360279.png,train,data\extracted_objects\train\000000360279.png,-1
000000361119.png,train,data\extracted_objects\train\000000361119.png,-1
000000362446.png,train,data\extracted_objects\train\000000362446.png,-1
000000363071.png,train,data\extracted_objects\train\000000363071.png,-1
000000364770.png,train,data\extracted_objects\train\000000364770.png,-1
000000365135.png,train,data\extracted_objects\train\000000365135.png,-1
000000365600.png,train,data\extracted_objects\train\000000365600.png,-1
000000368468.png,train,data\extracted_objects\train\000000368468.png,-1
000000369491.png,train,data\extracted_objects\train\000000369491.png,-1
000000370038.png,train,data\extracted_objects\train\000000370038.png,-1
000000371493.png,train,data\extracted_objects\train\000000371493.png,-1
000000371927.png,train,data\extracted_objects\train\000000371927.png,-1
000000372058.png,train,data\extracted_objects\train\000000372058.png,-1
000000373254.png,train,data\extracted_objects\train\000000373254.png,-1
000000374171.png,train,data\extracted_objects\train\000000374171.png,-1
000000374375.png,train,data\extracted_objects\train\000000374375.png,-1
000000374984.png,train,data\extracted_objects\train\000000374984.png,-1
000000375045.png,train,data\extracted_objects\train\000000375045.png,-1
000000375450.png,train,data\extracted_objects\train\000000375450.png,-1
000000375926.png,train,data\extracted_objects\train\000000375926.png,-1
000000376209.png,train,data\extracted_objects\train\000000376209.png,-1
000000376643.png,train,data\extracted_objects\train\000000376643.png,-1
000000377910.png,train,data\extracted_objects\train\000000377910.png,-1
000000378313.png,train,data\extracted_objects\train\000000378313.png,-1
000000380979.png,train,data\extracted_objects\train\000000380979.png,-1
000000381253.png,train,data\extracted_objects\train\000000381253.png,-1
000000381314.png,train,data\extracted_objects\train\000000381314.png,-1
000000381533.png,train,data\extracted_objects\train\000000381533.png,-1
000000382104.png,train,data\extracted_objects\train\000000382104.png,-1
000000382641.png,train,data\extracted_objects\train\000000382641.png,25
000000382717.png,train,data\extracted_objects\train\000000382717.png,-1
000000384486.png,train,data\extracted_objects\train\000000384486.png,-1
000000385873.png,train,data\extracted_objects\train\000000385873.png,-1
000000386525.png,train,data\extracted_objects\train\000000386525.png,-1
000000386589.png,train,data\extracted_objects\train\000000386589.png,-1
000000386768.png,train,data\extracted_objects\train\000000386768.png,-1
000000387604.png,train,data\extracted_objects\train\000000387604.png,-1
000000388569.png,train,data\extracted_objects\train\000000388569.png,-1
000000389964.png,train,data\extracted_objects\train\000000389964.png,-1
000000390002.png,train,data\extracted_objects\train\000000390002.png,-1
000000390348.png,train,data\extracted_objects\train\000000390348.png,-1
000000390934.png,train,data\extracted_objects\train\000000390934.png,-1
000000391486.png,train,data\extracted_objects\train\000000391486.png,-1
000000392229.png,train,data\extracted_objects\train\000000392229.png,-1
000000398799.png,train,data\extracted_objects\train\000000398799.png,-1
000000400253.png,train,data\extracted_objects\train\000000400253.png,-1
000000402788.png,train,data\extracted_objects\train\000000402788.png,-1
000000403798.png,train,data\extracted_objects\train\000000403798.png,-1
000000404450.png,train,data\extracted_objects\train\000000404450.png,-1
000000405210.png,train,data\extracted_objects\train\000000405210.png,-1
000000405361.png,train,data\extracted_objects\train\000000405361.png,-1
000000405848.png,train,data\extracted_objects\train\000000405848.png,-1
000000407197.png,train,data\extracted_objects\train\000000407197.png,-1
000000407959.png,train,data\extracted_objects\train\000000407959.png,-1
000000408755.png,train,data\extracted_objects\train\000000408755.png,-1
000000413956.png,train,data\extracted_objects\train\000000413956.png,-1
000000414109.png,train,data\extracted_objects\train\000000414109.png,-1
