filename,img_width,img_height,mask_width,mask_height,dims_match,white_ratio,n_unique_mask_values,is_strictly_binary
000000208984.png,512,512,512,512,True,0.258057,243,False
000000208995.png,512,512,512,512,True,0.149349,239,False
000000209041.png,512,512,512,512,True,0.148869,244,False
000000209768.png,512,512,512,512,True,0.337475,246,False
000000212782.png,512,512,512,512,True,0.199871,231,False
000000212866.png,512,512,512,512,True,0.485901,254,False
000000214241.png,512,512,512,512,True,0.387966,253,False
000000214261.png,512,512,512,512,True,0.378735,252,False
000000214724.png,512,512,512,512,True,0.161068,225,False
000000214792.png,512,512,512,512,True,0.174294,240,False
000000215289.png,512,512,512,512,True,0.210709,244,False
000000217959.png,512,512,512,512,True,0.1348,216,False
000000218855.png,512,512,512,512,True,0.198463,250,False
000000219418.png,512,512,512,512,True,0.136326,203,False
000000219654.png,512,512,512,512,True,0.128727,190,False
000000219690.png,512,512,512,512,True,0.203148,254,False
000000222908.png,512,512,512,512,True,0.12672,219,False
000000223838.png,512,512,512,512,True,0.262566,236,False
000000225177.png,512,512,512,512,True,0.25333,225,False
000000225383.png,512,512,512,512,True,0.335651,210,False
000000226220.png,512,512,512,512,True,0.132809,157,False
000000226795.png,512,512,512,512,True,0.115162,156,False
000000227134.png,512,512,512,512,True,0.459232,243,False
000000227193.png,512,512,512,512,True,0.472038,186,False
000000229440.png,512,512,512,512,True,0.100204,189,False
000000229833.png,512,512,512,512,True,0.15765,180,False
000000230436.png,512,512,512,512,True,0.24044,249,False
000000231240.png,512,512,512,512,True,0.102638,221,False
000000231918.png,512,512,512,512,True,0.149174,239,False
000000233210.png,512,512,512,512,True,0.475243,255,False
000000234217.png,512,512,512,512,True,0.218674,206,False
000000235721.png,512,512,512,512,True,0.304523,224,False
000000236031.png,512,512,512,512,True,0.129059,226,False
000000236036.png,512,512,512,512,True,0.138771,250,False
000000236552.png,512,512,512,512,True,0.306858,255,False
000000237357.png,512,512,512,512,True,0.202614,249,False
000000238124.png,512,512,512,512,True,0.43964,2,True
000000241214.png,512,512,512,512,True,0.954315,181,False
000000241340.png,512,512,512,512,True,0.148438,256,False
000000241369.png,512,512,512,512,True,0.154686,220,False
000000241505.png,512,512,512,512,True,0.638985,231,False
000000241531.png,512,512,512,512,True,0.170959,251,False
000000242083.png,512,512,512,512,True,0.451595,129,False
000000243031.png,512,512,512,512,True,0.819614,188,False
000000243791.png,512,512,512,512,True,0.10812,208,False
000000245857.png,512,512,512,512,True,0.11195,137,False
000000245873.png,512,512,512,512,True,0.437428,253,False
000000246494.png,512,512,512,512,True,0.11179,240,False
000000247744.png,512,512,512,512,True,0.137798,219,False
000000249130.png,512,512,512,512,True,0.561443,247,False
000000249256.png,512,512,512,512,True,0.41843,246,False
000000249616.png,512,512,512,512,True,0.149109,217,False
000000252193.png,512,512,512,512,True,0.500599,235,False
000000253784.png,512,512,512,512,True,0.115784,254,False
000000255272.png,512,512,512,512,True,0.16275,243,False
000000255925.png,512,512,512,512,True,0.275944,226,False
000000256628.png,512,512,512,512,True,0.123138,239,False
000000257297.png,512,512,512,512,True,0.237133,252,False
000000258073.png,512,512,512,512,True,0.294746,201,False
000000258927.png,512,512,512,512,True,0.133457,213,False
000000259913.png,512,512,512,512,True,0.520924,200,False
000000260713.png,512,512,512,512,True,0.212681,240,False
000000261785.png,512,512,512,512,True,0.67675,248,False
000000261999.png,512,512,512,512,True,0.351768,256,False
000000263101.png,512,512,512,512,True,0.140266,218,False
000000263288.png,512,512,512,512,True,0.17281,243,False
000000263647.png,512,512,512,512,True,0.187832,255,False
000000264191.png,512,512,512,512,True,0.176731,228,False
000000264420.png,512,512,512,512,True,0.226658,256,False
000000264554.png,512,512,512,512,True,0.195354,251,False
000000267008.png,512,512,512,512,True,0.172825,252,False
000000267363.png,512,512,512,512,True,0.594875,196,False
000000268469.png,512,512,512,512,True,0.298611,251,False
000000269098.png,512,512,512,512,True,0.357708,253,False
000000270688.png,512,512,512,512,True,0.450199,239,False
000000271051.png,512,512,512,512,True,0.113163,206,False
000000274640.png,512,512,512,512,True,0.293537,243,False
000000274999.png,512,512,512,512,True,0.735931,203,False
000000275374.png,512,512,512,512,True,0.230721,233,False
000000275611.png,512,512,512,512,True,0.594601,194,False
000000275691.png,512,512,512,512,True,0.883297,219,False
000000278963.png,512,512,512,512,True,0.110966,214,False
000000279300.png,512,512,512,512,True,0.996719,8,False
000000279454.png,512,512,512,512,True,0.401546,214,False
000000279491.png,512,512,512,512,True,0.147011,217,False
000000279749.png,512,512,512,512,True,0.1045,239,False
000000280297.png,512,512,512,512,True,0.12302,252,False
000000282456.png,512,512,512,512,True,0.260731,240,False
000000282514.png,512,512,512,512,True,0.228031,247,False
000000283548.png,512,512,512,512,True,0.119045,194,False
000000283620.png,512,512,512,512,True,0.257626,214,False
000000286723.png,512,512,512,512,True,0.345478,255,False
000000287400.png,512,512,512,512,True,0.127979,112,False
000000288383.png,512,512,512,512,True,0.432323,256,False
000000289575.png,512,512,512,512,True,0.122883,179,False
000000289698.png,512,512,512,512,True,0.494442,233,False
000000290062.png,512,512,512,512,True,0.397968,224,False
000000290183.png,512,512,512,512,True,0.146812,215,False
000000291451.png,512,512,512,512,True,0.224247,185,False
000000292213.png,512,512,512,512,True,0.181496,222,False
000000292558.png,512,512,512,512,True,0.258472,174,False
000000293283.png,512,512,512,512,True,0.873844,70,False
000000296797.png,512,512,512,512,True,0.120049,224,False
000000297092.png,512,512,512,512,True,0.123753,255,False
000000297442.png,512,512,512,512,True,0.260715,252,False
000000299654.png,512,512,512,512,True,0.303158,256,False
000000300214.png,512,512,512,512,True,0.694138,250,False
000000300732.png,512,512,512,512,True,0.570847,255,False
000000301415.png,512,512,512,512,True,0.441925,253,False
000000301970.png,512,512,512,512,True,0.139076,254,False
000000303233.png,512,512,512,512,True,0.20586,254,False
000000303549.png,512,512,512,512,True,0.315041,252,False
000000303593.png,512,512,512,512,True,0.338852,240,False
000000303778.png,512,512,512,512,True,0.149746,255,False
000000308263.png,512,512,512,512,True,0.217094,248,False
000000308488.png,512,512,512,512,True,0.119514,249,False
000000308722.png,512,512,512,512,True,0.255123,250,False
000000311759.png,512,512,512,512,True,0.394505,255,False
000000313061.png,512,512,512,512,True,0.199345,187,False
000000313097.png,512,512,512,512,True,0.286858,256,False
000000313596.png,512,512,512,512,True,0.14777,99,False
000000313665.png,512,512,512,512,True,0.439373,237,False
000000315831.png,512,512,512,512,True,0.419346,256,False
000000318785.png,512,512,512,512,True,0.317951,237,False
000000318910.png,512,512,512,512,True,0.716694,254,False
000000319690.png,512,512,512,512,True,0.105846,244,False
000000320354.png,512,512,512,512,True,0.163719,183,False
000000320972.png,512,512,512,512,True,0.154575,251,False
000000321332.png,512,512,512,512,True,0.119331,241,False
000000323010.png,512,512,512,512,True,0.195877,254,False
000000323552.png,512,512,512,512,True,0.111145,203,False
000000323634.png,512,512,512,512,True,0.145844,215,False
000000324313.png,512,512,512,512,True,0.140114,106,False
000000324409.png,512,512,512,512,True,0.14135,125,False
000000325907.png,512,512,512,512,True,0.460987,244,False
000000327746.png,512,512,512,512,True,0.634388,254,False
000000327799.png,512,512,512,512,True,0.176918,244,False
000000330100.png,512,512,512,512,True,0.12228,252,False
000000330243.png,512,512,512,512,True,0.304508,250,False
000000330403.png,512,512,512,512,True,0.107201,249,False
000000331214.png,512,512,512,512,True,0.103642,235,False
000000332210.png,512,512,512,512,True,0.226318,231,False
000000333000.png,512,512,512,512,True,0.164192,252,False
000000333101.png,512,512,512,512,True,0.478359,256,False
000000335063.png,512,512,512,512,True,0.175636,255,False
000000335359.png,512,512,512,512,True,0.144093,248,False
000000336354.png,512,512,512,512,True,0.24654,255,False
000000339670.png,512,512,512,512,True,0.103405,204,False
000000341369.png,512,512,512,512,True,0.20092,254,False
000000344930.png,512,512,512,512,True,0.180714,238,False
000000344945.png,512,512,512,512,True,0.270176,126,False
000000346290.png,512,512,512,512,True,0.210438,241,False
000000348809.png,512,512,512,512,True,0.851223,216,False
000000349090.png,512,512,512,512,True,0.476669,220,False
000000350160.png,512,512,512,512,True,0.414501,253,False
000000350309.png,512,512,512,512,True,0.413799,209,False
000000352155.png,512,512,512,512,True,0.15551,242,False
000000352789.png,512,512,512,512,True,0.383984,254,False
000000353761.png,512,512,512,512,True,0.233963,212,False
000000354369.png,512,512,512,512,True,0.666092,207,False
000000355741.png,512,512,512,512,True,0.468704,256,False
000000355871.png,512,512,512,512,True,0.132156,225,False
000000356107.png,512,512,512,512,True,0.127159,147,False
000000356396.png,512,512,512,512,True,0.249535,247,False
000000357799.png,512,512,512,512,True,0.115986,197,False
000000358200.png,512,512,512,512,True,0.123825,248,False
000000358334.png,512,512,512,512,True,0.132874,172,False
000000359876.png,512,512,512,512,True,0.239876,249,False
000000360279.png,512,512,512,512,True,0.710579,228,False
000000361119.png,512,512,512,512,True,0.125229,238,False
000000362446.png,512,512,512,512,True,0.359383,255,False
000000363071.png,512,512,512,512,True,0.181648,240,False
000000364770.png,512,512,512,512,True,0.109917,240,False
000000365135.png,512,512,512,512,True,0.763077,244,False
000000365600.png,512,512,512,512,True,0.148235,251,False
000000368468.png,512,512,512,512,True,0.212631,182,False
000000369491.png,512,512,512,512,True,0.107998,253,False
000000370038.png,512,512,512,512,True,0.130642,139,False
000000371493.png,512,512,512,512,True,0.530006,251,False
000000371927.png,512,512,512,512,True,0.160938,238,False
000000372058.png,512,512,512,512,True,0.190247,183,False
000000373254.png,512,512,512,512,True,0.2323,234,False
000000374171.png,512,512,512,512,True,0.105618,201,False
000000374375.png,512,512,512,512,True,0.293804,251,False
000000374984.png,512,512,512,512,True,0.312222,244,False
000000375045.png,512,512,512,512,True,0.154659,236,False
000000375450.png,512,512,512,512,True,0.104279,190,False
000000375926.png,512,512,512,512,True,0.692783,248,False
000000376209.png,512,512,512,512,True,0.124115,239,False
000000376643.png,512,512,512,512,True,0.354038,245,False
000000377910.png,512,512,512,512,True,0.414421,229,False
000000378313.png,512,512,512,512,True,0.170994,253,False
000000380979.png,512,512,512,512,True,0.157158,242,False
000000381253.png,512,512,512,512,True,0.635017,236,False
000000381314.png,512,512,512,512,True,0.144859,217,False
000000381533.png,512,512,512,512,True,0.164818,233,False
000000382104.png,512,512,512,512,True,0.156727,253,False
000000382641.png,512,512,512,512,True,0.545593,233,False
000000382717.png,512,512,512,512,True,0.217087,223,False
000000384486.png,512,512,512,512,True,0.973648,51,False
000000385873.png,512,512,512,512,True,0.128372,166,False
000000386525.png,512,512,512,512,True,0.235546,187,False
000000386589.png,512,512,512,512,True,0.167625,255,False
000000386768.png,512,512,512,512,True,0.101776,235,False
000000387604.png,512,512,512,512,True,0.486984,251,False
000000388569.png,512,512,512,512,True,0.345734,154,False
000000389964.png,512,512,512,512,True,0.256233,255,False
000000390002.png,512,512,512,512,True,0.257603,241,False
000000390348.png,512,512,512,512,True,0.101452,255,False
000000390934.png,512,512,512,512,True,0.576618,240,False
000000391486.png,512,512,512,512,True,0.760063,2,True
000000392229.png,512,512,512,512,True,0.669228,243,False
000000398799.png,512,512,512,512,True,0.971619,12,False
000000400253.png,512,512,512,512,True,0.194595,232,False
000000402788.png,512,512,512,512,True,0.190559,235,False
000000403798.png,512,512,512,512,True,0.216309,203,False
000000404450.png,512,512,512,512,True,0.108616,253,False
000000405210.png,512,512,512,512,True,0.328667,246,False
000000405361.png,512,512,512,512,True,0.157406,254,False
000000405848.png,512,512,512,512,True,0.159874,255,False
000000407197.png,512,512,512,512,True,0.112514,255,False
000000407959.png,512,512,512,512,True,0.231655,186,False
000000408755.png,512,512,512,512,True,0.143169,228,False
000000413956.png,512,512,512,512,True,0.214622,155,False
000000414109.png,512,512,512,512,True,0.207214,254,False
000000414162.png,512,512,512,512,True,0.105995,229,False
000000415461.png,512,512,512,512,True,0.153561,255,False
000000415901.png,512,512,512,512,True,0.246231,254,False
000000417818.png,512,512,512,512,True,0.234943,239,False
000000419076.png,512,512,512,512,True,0.277954,255,False
000000420422.png,512,512,512,512,True,0.844803,214,False
000000421955.png,512,512,512,512,True,0.119282,253,False
000000422899.png,512,512,512,512,True,0.168747,215,False
000000423363.png,512,512,512,512,True,0.143246,249,False
000000424332.png,512,512,512,512,True,0.610493,255,False
000000426700.png,512,512,512,512,True,0.255062,248,False
000000426829.png,512,512,512,512,True,0.117867,188,False
000000428085.png,512,512,512,512,True,0.264183,230,False
000000428995.png,512,512,512,512,True,0.429455,243,False
000000430035.png,512,512,512,512,True,0.180103,202,False
000000431707.png,512,512,512,512,True,0.511765,256,False
000000431824.png,512,512,512,512,True,0.152725,253,False
000000432150.png,512,512,512,512,True,0.156574,186,False
000000434486.png,512,512,512,512,True,0.188377,251,False
000000434893.png,512,512,512,512,True,0.505501,102,False
000000435751.png,512,512,512,512,True,0.100388,232,False
000000437297.png,512,512,512,512,True,0.224358,248,False
000000437745.png,512,512,512,512,True,0.589882,254,False
000000439518.png,512,512,512,512,True,0.344929,227,False
000000442301.png,512,512,512,512,True,0.320927,242,False
000000442549.png,512,512,512,512,True,0.103489,253,False
000000442980.png,512,512,512,512,True,0.213192,254,False
000000444235.png,512,512,512,512,True,0.511589,182,False
000000445140.png,512,512,512,512,True,0.714775,244,False
000000445594.png,512,512,512,512,True,0.627743,226,False
000000445829.png,512,512,512,512,True,0.251801,197,False
000000446694.png,512,512,512,512,True,0.266651,235,False
000000448069.png,512,512,512,512,True,0.490158,256,False
000000448236.png,512,512,512,512,True,0.36195,247,False
000000449078.png,512,512,512,512,True,0.2131,256,False
000000449412.png,512,512,512,512,True,0.104309,205,False
000000451727.png,512,512,512,512,True,0.239262,194,False
000000453472.png,512,512,512,512,True,0.552418,232,False
000000453541.png,512,512,512,512,True,0.602554,243,False
000000453792.png,512,512,512,512,True,0.115543,201,False
000000454399.png,512,512,512,512,True,0.153332,254,False
000000454830.png,512,512,512,512,True,0.340496,245,False
000000456556.png,512,512,512,512,True,0.103916,227,False
000000457261.png,512,512,512,512,True,0.198051,217,False
000000458622.png,512,512,512,512,True,0.263535,255,False
000000459037.png,512,512,512,512,True,0.987255,113,False
000000460031.png,512,512,512,512,True,0.100163,212,False
000000460364.png,512,512,512,512,True,0.180466,255,False
000000461501.png,512,512,512,512,True,0.38871,253,False
000000462197.png,512,512,512,512,True,0.160202,245,False
000000462530.png,512,512,512,512,True,0.126667,250,False
000000463913.png,512,512,512,512,True,0.20871,255,False
000000464546.png,512,512,512,512,True,0.407112,246,False
000000466196.png,512,512,512,512,True,0.197235,245,False
000000466838.png,512,512,512,512,True,0.24168,239,False
000000467252.png,512,512,512,512,True,0.269501,227,False
000000469315.png,512,512,512,512,True,0.190197,165,False
000000469896.png,512,512,512,512,True,0.200527,250,False
000000469995.png,512,512,512,512,True,0.289593,214,False
000000470104.png,512,512,512,512,True,0.120907,232,False
000000470172.png,512,512,512,512,True,0.133648,249,False
000000471913.png,512,512,512,512,True,0.543716,125,False
000000472874.png,512,512,512,512,True,0.101475,244,False
000000473075.png,512,512,512,512,True,0.284161,256,False
000000473425.png,512,512,512,512,True,0.265751,256,False
000000475313.png,512,512,512,512,True,0.342697,250,False
000000476889.png,512,512,512,512,True,0.266483,223,False
000000477120.png,512,512,512,512,True,0.347797,256,False
